GeneID,Length,I6_1,I6_2,I6_3,Con_1,Con_2,Con_3,logFC,Pvalue,FDR,Up/Down-Regulation,Gene_name,NR_ID,NR_annotation,GO_ID,GO_term,KO_ID,KO_gene,KO_Hyperlink,KEGG_Pathway,Pathway_ID,KOG_ID,KOG_annotation,Swiss-Prot_ID,Swiss-Prot_annotation
ADGRL2,7541,1.87,1.63,1.66,0.97,1.46,0.81,0.628057022,0.006218108,0.006218108,*,ADGRL2,NP_001337628.1;NP_001380282.1;XP_005270723.1;NP_001352938.1;NP_001352937.1;NP_001284634.1;NP_001337627.1;NP_001352936.1;NP_001317574.1;NP_001352934.1;XP_005270725.1;NP_001284633.1;NP_001284635.1;XP_006710548.1,adhesion G protein-coupled receptor L2 isoform 6 precursor [Homo sapiens];adhesion G protein-coupled receptor L2 isoform 11 precursor [Homo sapiens];adhesion G protein-coupled receptor L2 isoform X3 [Homo sapiens];adhesion G protein-coupled receptor L2 isoform 10 precursor [Homo sapiens];adhesion G protein-coupled receptor L2 isoform 9 precursor [Homo sapiens];adhesion G protein-coupled receptor L2 isoform 2 precursor [Homo sapiens];adhesion G protein-coupled receptor L2 isoform 5 precursor [Homo sapiens];adhesion G protein-coupled receptor L2 isoform 8 precursor [Homo sapiens];adhesion G protein-coupled receptor L2 isoform 4 precursor [Homo sapiens];adhesion G protein-coupled receptor L2 isoform 7 precursor [Homo sapiens];adhesion G protein-coupled receptor L2 isoform X4 [Homo sapiens];adhesion G protein-coupled receptor L2 isoform 1 precursor [Homo sapiens];adhesion G protein-coupled receptor L2 isoform 3 precursor [Homo sapiens];adhesion G protein-coupled receptor L2 isoform X1 [Homo sapiens],GO:0051965;GO:0016524;GO:0007189;GO:0016021;GO:0007186;GO:0004930;GO:0007420;GO:0099055;GO:0030246;GO:0005886;GO:0098978;GO:0030424;GO:0043005;GO:0050808;GO:0005887;GO:0009617;GO:0007166,positive regulation of synapse assembly;latrotoxin receptor activity;adenylate cyclase-activating G protein-coupled receptor signaling pathway;integral component of membrane;G protein-coupled receptor signaling pathway;G protein-coupled receptor activity;brain development;integral component of postsynaptic membrane;carbohydrate binding;plasma membrane;glutamatergic synapse;axon;neuron projection;synapse organization;integral component of plasma membrane;response to bacterium;cell surface receptor signaling pathway,K04593,"ADGRL2,LPHN2",http://www.genome.jp/dbget-bin/www_bget?ko:K04593,-,-,-,-,sp|O95490|AGRL2_HUMAN;sp|O97817|AGRL2_BOVIN,Adhesion G protein-coupled receptor L2 OS=Homo sapiens OX=9606 GN=ADGRL2 PE=1 SV=2;Adhesion G protein-coupled receptor L2 OS=Bos taurus OX=9913 GN=ADGRL2 PE=2 SV=1
ADNP,6252,19.49,19.55,18.95,11.71,13.05,10.95,0.637314506,1.51E-19,1.51E-19,*,ADNP,XP_011527050.1;NP_001269460.1;XP_004485117.1;XP_011527050.1;XP_011527049.2;XP_037668292.1,activity-dependent neuroprotector homeobox protein isoform X2 [Homo sapiens] &gt;XP_054179269.1 activity-dependent neuroprotector homeobox protein isoform X2 [Homo sapiens];activity-dependent neuroprotector homeobox protein [Homo sapiens];LOW QUALITY PROTEIN: activity-dependent neuroprotector homeobox protein [Dasypus novemcinctus];activity-dependent neuroprotector homeobox protein isoform X1 [Homo sapiens];activity-dependent neuroprotector homeobox protein isoform X1 [Homo sapiens] &gt;XP_047296030.1 activity-dependent neuroprotector homeobox protein isoform X1 [Homo sapiens] &gt;XP_054179267.1 activity-dependent neuroprotector homeobox protein isoform X1 [Homo sapiens] &gt;XP_054179268.1 activity-dependent neuroprotector homeobox protein isoform X1 [Homo sapiens] &gt;KAI2595277.1 activity dependent neuroprotector homeobox [Homo sapiens] &gt;KAI4005984.1 activity dependent neuroprotector homeobox [Homo sapiens];activity-dependent neuroprotector homeobox protein isoform X1 [Choloepus didactylus],GO:0003677;GO:0046872;GO:0090575;GO:0000981;GO:0003682;GO:0043524;GO:0005634;GO:0005615;GO:0000785;GO:0010468,"DNA binding;metal ion binding;RNA polymerase II transcription regulator complex;DNA-binding transcription factor activity, RNA polymerase II-specific;chromatin binding;negative regulation of neuron apoptotic process;nucleus;extracellular space;chromatin;regulation of gene expression",K22591,ADNP,http://www.genome.jp/dbget-bin/www_bget?ko:K22591,-,-,-,-,sp|Q9H2P0|ADNP_HUMAN,Activity-dependent neuroprotector homeobox protein OS=Homo sapiens OX=9606 GN=ADNP PE=1 SV=1
AFDN,7910,7.88,8.12,7.73,4.28,6.09,4.19,0.64677437,1.68E-06,1.68E-06,*,AFDN,XP_024104115.1;XP_024104114.1;XP_016866374.1;XP_016812132.2;NP_001353250.1;XP_024104117.1;XP_006715554.1;XP_016812131.2;NP_001373817.1;XP_011854999.1;NP_001353248.1;XP_016866371.1;NP_001353249.1;XP_024104113.1;NP_001035089.1;XP_005267054.1;XP_016812134.2;XP_016812138.1;XP_024104116.1;XP_024104111.1;XP_016866373.1;NP_001193937.1;XP_016866367.1,afadin isoform X5 [Pongo abelii];afadin isoform X4 [Pongo abelii];afadin isoform X11 [Homo sapiens];afadin isoform X12 [Pan troglodytes];afadin isoform 7 [Homo sapiens];afadin isoform X7 [Pongo abelii];afadin isoform X13 [Homo sapiens];afadin isoform X11 [Pan troglodytes];afadin isoform 8 [Homo sapiens];PREDICTED: afadin isoform X1 [Mandrillus leucophaeus];afadin isoform 5 [Homo sapiens];afadin isoform X5 [Homo sapiens];afadin isoform 6 [Homo sapiens];afadin isoform X3 [Pongo abelii];afadin isoform 2 [Homo sapiens];afadin isoform X7 [Homo sapiens];afadin isoform X14 [Pan troglodytes];afadin isoform X18 [Pan troglodytes];afadin isoform X6 [Pongo abelii];afadin isoform X1 [Pongo abelii];afadin isoform X10 [Homo sapiens];afadin isoform 1 [Homo sapiens];afadin isoform X1 [Homo sapiens],GO:0005911;GO:2000049;GO:0005886;GO:0044291;GO:0008022;GO:0050839;GO:0030054;GO:0005912;GO:0032880;GO:0005654;GO:0010628;GO:0007155;GO:0090557;GO:0007267;GO:0043547;GO:0051015;GO:0016607;GO:0007165;GO:0046930;GO:0034332;GO:0070830;GO:0022409;GO:0030336;GO:0070160;GO:0061951;GO:0005829;GO:0044331;GO:0045296;GO:0031267;GO:0046931,cell-cell junction;positive regulation of cell-cell adhesion mediated by cadherin;plasma membrane;cell-cell contact zone;protein C-terminus binding;cell adhesion molecule binding;cell junction;adherens junction;regulation of protein localization;nucleoplasm;positive regulation of gene expression;cell adhesion;establishment of endothelial intestinal barrier;cell-cell signaling;positive regulation of GTPase activity;actin filament binding;nuclear speck;signal transduction;pore complex;adherens junction organization;bicellular tight junction assembly;positive regulation of cell-cell adhesion;negative regulation of cell migration;tight junction;establishment of protein localization to plasma membrane;cytosol;cell-cell adhesion mediated by cadherin;cadherin binding;small GTPase binding;pore complex assembly,K05702,"AF6,MLLT4",http://www.genome.jp/dbget-bin/www_bget?ko:K05702,Adherens junction;Tight junction;Rap1 signaling pathway;Ras signaling pathway;cAMP signaling pathway;Leukocyte transendothelial migration,"ko04520,ko04530,ko04015,ko04014,ko04024,ko04670",KOG0245,Kinesin-like protein,sp|P55196|AFAD_HUMAN,Afadin OS=Homo sapiens OX=9606 GN=AFDN PE=1 SV=3
AFF1,8971,8.44,8.05,8,4.22,5.26,4.37,0.750445557,2.08E-16,2.08E-16,*,AFF1,NP_001300888.1;XP_005263066.1;NP_001160165.1;NP_005926.1,AF4/FMR2 family member 1 isoform 3 [Homo sapiens];AF4/FMR2 family member 1 isoform X2 [Homo sapiens];AF4/FMR2 family member 1 isoform 1 [Homo sapiens];AF4/FMR2 family member 1 isoform 2 [Homo sapiens],GO:0010468;GO:0005634;GO:0008023;GO:0032783,regulation of gene expression;nucleus;transcription elongation factor complex;super elongation complex,K15184,AFF1,http://www.genome.jp/dbget-bin/www_bget?ko:K15184,Transcriptional misregulation in cancer,ko05202,-,-,sp|P51825|AFF1_HUMAN,AF4/FMR2 family member 1 OS=Homo sapiens OX=9606 GN=AFF1 PE=1 SV=1
AFF4,9560,22.1,22.06,22.45,10.33,15.72,9.75,0.834512168,2.42E-09,2.42E-09,*,AFF4,NP_055238.1;XP_006714650.1;XP_003776709.1,AF4/FMR2 family member 4 [Homo sapiens];AF4/FMR2 family member 4 isoform X2 [Homo sapiens];AF4/FMR2 family member 4 [Pongo abelii],GO:0032783;GO:0001650;GO:0005654;GO:0035327;GO:0006366;GO:0010468;GO:0007286;GO:0006368;GO:0005634;GO:0008023,super elongation complex;fibrillar center;nucleoplasm;transcriptionally active chromatin;transcription by RNA polymerase II;regulation of gene expression;spermatid development;transcription elongation from RNA polymerase II promoter;nucleus;transcription elongation factor complex,K15185,AFF4,http://www.genome.jp/dbget-bin/www_bget?ko:K15185,-,-,-,-,sp|Q9UHB7|AFF4_HUMAN,AF4/FMR2 family member 4 OS=Homo sapiens OX=9606 GN=AFF4 PE=1 SV=1
AGO4,5129,1.27,1.51,1.58,0.74,1.26,0.76,0.914395217,0.001076683,0.001076683,*,AGO4,NP_060099.2;XP_032351805.1;XP_011539185.1;DAA31166.1;XP_008963288.1,protein argonaute-4 [Homo sapiens];protein argonaute-4 isoform X3 [Camelus ferus];protein argonaute-4 isoform X2 [Homo sapiens];TPA: KIAA1567 protein-like [Bos taurus];protein argonaute-4 isoform X1 [Pan paniscus],GO:0036464;GO:0035196;GO:0003723;GO:0006402;GO:0035198;GO:0031054;GO:0003725;GO:0035278;GO:0035194;GO:0006417;GO:0005829;GO:0007223;GO:0007130;GO:0035280;GO:0010586;GO:0031047;GO:0016020;GO:0005737;GO:0010629;GO:0060260;GO:0008584;GO:0022604;GO:0070578;GO:0005634;GO:0007140;GO:0010628;GO:0045652;GO:0000932;GO:0043066;GO:0010501;GO:0003727;GO:0016442;GO:0030522,"cytoplasmic ribonucleoprotein granule;production of miRNAs involved in gene silencing by miRNA;RNA binding;mRNA catabolic process;miRNA binding;pre-miRNA processing;double-stranded RNA binding;miRNA mediated inhibition of translation;post-transcriptional gene silencing by RNA;regulation of translation;cytosol;Wnt signaling pathway, calcium modulating pathway;synaptonemal complex assembly;miRNA loading onto RISC involved in gene silencing by miRNA;miRNA metabolic process;gene silencing by RNA;membrane;cytoplasm;negative regulation of gene expression;regulation of transcription initiation from RNA polymerase II promoter;male gonad development;regulation of cell morphogenesis;RISC-loading complex;nucleus;male meiotic nuclear division;positive regulation of gene expression;regulation of megakaryocyte differentiation;P-body;negative regulation of apoptotic process;RNA secondary structure unwinding;single-stranded RNA binding;RISC complex;intracellular receptor signaling pathway",K11593,"ELF2C,AGO",http://www.genome.jp/dbget-bin/www_bget?ko:K11593,Axon regeneration,ko04361,KOG1041,Translation initiation factor 2C (eIF-2C) and related proteins,sp|Q9HCK5|AGO4_HUMAN,Protein argonaute-4 OS=Homo sapiens OX=9606 GN=AGO4 PE=1 SV=2
AHCTF1,8539,10.71,10.69,10.81,4.99,9.85,5.13,0.609400004,0.003167973,0.003167973,*,AHCTF1,EAW77166.1;NP_056261.4;XP_006711821.1;NP_001397879.1;NP_001310272.1,"AT hook containing transcription factor 1, isoform CRA_b [Homo sapiens];protein ELYS isoform 1 [Homo sapiens];protein ELYS isoform X1 [Homo sapiens];protein ELYS isoform 4 [Homo sapiens] &gt;KAI4085614.1 AT-hook containing transcription factor 1 [Homo sapiens];protein ELYS isoform 3 [Homo sapiens]",GO:0070062;GO:0051292;GO:0005829;GO:0007084;GO:0015031;GO:0003677;GO:0000777;GO:0051028;GO:0005654;GO:0007052;GO:0032465;GO:0016363;GO:0031965;GO:0005643;GO:0051301;GO:0005634,extracellular exosome;nuclear pore complex assembly;cytosol;mitotic nuclear membrane reassembly;protein transport;DNA binding;kinetochore;mRNA transport;nucleoplasm;mitotic spindle organization;regulation of cytokinesis;nuclear matrix;nuclear membrane;nuclear pore;cell division;nucleus,K25129,"AHCTF1,ELYS",http://www.genome.jp/dbget-bin/www_bget?ko:K25129,Nucleocytoplasmic transport,ko03013,-,-,sp|Q8WYP5|ELYS_HUMAN,Protein ELYS OS=Homo sapiens OX=9606 GN=AHCTF1 PE=1 SV=3
AHNAK,17716,133.2,137.72,140.64,79.34,87.58,84.06,0.681877633,1.28E-41,1.28E-41,*,AHNAK,NP_001333374.1;XP_016873759.1;XP_037585626.1;XP_016873759.1;XP_011798092.1;NP_001333374.1,neuroblast differentiation-associated protein AHNAK isoform 1 [Homo sapiens];neuroblast differentiation-associated protein AHNAK isoform X1 [Homo sapiens];neuroblast differentiation-associated protein AHNAK isoform X13 [Cebus imitator];neuroblast differentiation-associated protein AHNAK isoform X2 [Homo sapiens];PREDICTED: uncharacterized protein LOC105512277 [Colobus angolensis palliatus];neuroblast differentiation-associated protein AHNAK isoform 1 [Homo sapiens] &gt;NP_001333375.1 neuroblast differentiation-associated protein AHNAK isoform 1 [Homo sapiens] &gt;NP_001611.1 neuroblast differentiation-associated protein AHNAK isoform 1 [Homo sapiens] &gt;XP_047283529.1 neuroblast differentiation-associated protein AHNAK isoform X1 [Homo sapiens] &gt;XP_047283530.1 neuroblast differentiation-associated protein AHNAK isoform X1 [Homo sapiens] &gt;XP_047283531.1 neuroblast differentiation-associated protein AHNAK isoform X1 [Homo sapiens] &gt;XP_047283532.1 neuroblast differentiation-associated protein AHNAK isoform X1 [Homo sapiens] &gt;XP_047283533.1 neuroblast differentiation-associated protein AHNAK isoform X1 [Homo sapiens] &gt;Q09666.2 RecName: Full=Neuroblast differentiation-associated protein AHNAK; AltName: Full=Desmoyokin [Homo sapiens],GO:0005634;GO:0005886;GO:0044291;GO:0005765;GO:0031982;GO:0042383;GO:0005925;GO:0044548;GO:0015629;GO:0003723;GO:0042802;GO:0030315;GO:0005829;GO:0045296;GO:0043034;GO:0097493;GO:0005737;GO:0016020;GO:0070062;GO:0043484;GO:1901385,nucleus;plasma membrane;cell-cell contact zone;lysosomal membrane;vesicle;sarcolemma;focal adhesion;S100 protein binding;actin cytoskeleton;RNA binding;identical protein binding;T-tubule;cytosol;cadherin binding;costamere;structural molecule activity conferring elasticity;cytoplasm;membrane;extracellular exosome;regulation of RNA splicing;regulation of voltage-gated calcium channel activity,K23934,AHNAK,http://www.genome.jp/dbget-bin/www_bget?ko:K23934,Salmonella infection,ko05132,-,-,sp|Q09666|AHNK_HUMAN,Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens OX=9606 GN=AHNAK PE=1 SV=2
AHR,5980,18.15,17.6,16.39,10,13.96,9.02,0.608388206,7.40E-06,7.40E-06,*,AHR,NP_001612.1;NP_001612.1,"aryl hydrocarbon receptor [Homo sapiens] &gt;P35869.2 RecName: Full=Aryl hydrocarbon receptor; Short=Ah receptor; Short=AhR; AltName: Full=Class E basic helix-loop-helix protein 76; Short=bHLHe76; Flags: Precursor [Homo sapiens] &gt;BAG10610.1 aryl hydrocarbon receptor precursor, partial [synthetic construct] &gt;AAA16210.1 AH-receptor [Homo sapiens] &gt;AAH69390.1 Aryl hydrocarbon receptor [Homo sapiens] &gt;AAH70080.1 AHR protein [Homo sapiens] &gt;EAL24281.1 aryl hydrocarbon receptor [Homo sapiens];aryl hydrocarbon receptor [Homo sapiens]",GO:0005634;GO:0046983;GO:0006805;GO:0004879;GO:0006357;GO:0048511;GO:0034751;GO:0003700;GO:0000976;GO:0005737,nucleus;protein dimerization activity;xenobiotic metabolic process;nuclear receptor activity;regulation of transcription by RNA polymerase II;rhythmic process;aryl hydrocarbon receptor complex;DNA-binding transcription factor activity;transcription cis-regulatory region binding;cytoplasm,K09093,AHR,http://www.genome.jp/dbget-bin/www_bget?ko:K09093,Chemical carcinogenesis - reactive oxygen species;Chemical carcinogenesis - receptor activation;Cushing syndrome;Th17 cell differentiation,"ko05208,ko05207,ko04934,ko04659",-,-,sp|P35869|AHR_HUMAN,Aryl hydrocarbon receptor OS=Homo sapiens OX=9606 GN=AHR PE=1 SV=2
AIDA,2980,36.45,35.51,35.37,21.37,26.62,19.5,0.59151989,4.07E-09,4.07E-09,*,AIDA,XP_031822942.1,"axin interactor, dorsalization-associated protein [Sarcophilus harrisii]",GO:0046329;GO:0043508;GO:0009953;GO:0019904;GO:0048264;GO:0007275;GO:0005737;GO:0016020;GO:0035091;GO:0031333,negative regulation of JNK cascade;negative regulation of JUN kinase activity;dorsal/ventral pattern formation;protein domain specific binding;determination of ventral identity;multicellular organism development;cytoplasm;membrane;phosphatidylinositol binding;negative regulation of protein-containing complex assembly,-,-,-,-,-,-,-,sp|Q4R8C7|AIDA_MACFA;sp|Q96BJ3|AIDA_HUMAN,"Axin interactor, dorsalization-associated protein OS=Macaca fascicularis OX=9541 GN=AIDA PE=2 SV=1;Axin interactor, dorsalization-associated protein OS=Homo sapiens OX=9606 GN=AIDA PE=1 SV=1"
AKAP11,9864,6.02,6.36,6.7,2.55,5.32,2.83,0.783662017,0.000564941,0.000564941,*,AKAP11,XP_005266307.1;XP_005266304.1;XP_005266306.1;NP_057332.1;XP_005266305.1,A-kinase anchor protein 11 isoform X5 [Homo sapiens];A-kinase anchor protein 11 isoform X2 [Homo sapiens];A-kinase anchor protein 11 isoform X4 [Homo sapiens];A-kinase anchor protein 11 [Homo sapiens];A-kinase anchor protein 11 isoform X3 [Homo sapiens],GO:0051018;GO:0003091;GO:0030866;GO:0036010;GO:0005730;GO:0035556;GO:0005777;GO:0034237;GO:0005815;GO:0005886;GO:0019207;GO:0005829;GO:0005737;GO:0008104;GO:0008157,protein kinase A binding;renal water homeostasis;cortical actin cytoskeleton organization;protein localization to endosome;nucleolus;intracellular signal transduction;peroxisome;protein kinase A regulatory subunit binding;microtubule organizing center;plasma membrane;kinase regulator activity;cytosol;cytoplasm;protein localization;protein phosphatase 1 binding,K16527,AKAP11,http://www.genome.jp/dbget-bin/www_bget?ko:K16527,-,-,-,-,sp|Q9UKA4|AKA11_HUMAN,A-kinase anchor protein 11 OS=Homo sapiens OX=9606 GN=AKAP11 PE=1 SV=1
AKAP12,8130,5.46,5.49,5.76,2.7,4.23,3.02,0.684452479,9.71E-06,9.71E-06,*,AKAP12,NP_005091.2;NP_653080.1;NP_001357275.1,A-kinase anchor protein 12 isoform 1 [Homo sapiens];A-kinase anchor protein 12 isoform 2 [Homo sapiens];A-kinase anchor protein 12 isoform 3 [Homo sapiens],GO:0007193;GO:0005829;GO:0043025;GO:0007186;GO:0005737;GO:0035733;GO:0008179;GO:0050804;GO:1900143;GO:0005516;GO:0061870;GO:0032760;GO:0032496;GO:0005938;GO:0010739;GO:0005856;GO:0043116;GO:0005925;GO:0070374;GO:0051018;GO:0090036;GO:0071356;GO:0051602;GO:0098685;GO:0005886;GO:0010738;GO:0071347;GO:0051770,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway;cytosol;neuronal cell body;G protein-coupled receptor signaling pathway;cytoplasm;hepatic stellate cell activation;adenylate cyclase binding;modulation of chemical synaptic transmission;positive regulation of oligodendrocyte apoptotic process;calmodulin binding;positive regulation of hepatic stellate cell migration;positive regulation of tumor necrosis factor production;response to lipopolysaccharide;cell cortex;positive regulation of protein kinase A signaling;cytoskeleton;negative regulation of vascular permeability;focal adhesion;positive regulation of ERK1 and ERK2 cascade;protein kinase A binding;regulation of protein kinase C signaling;cellular response to tumor necrosis factor;response to electrical stimulus;Schaffer collateral - CA1 synapse;plasma membrane;regulation of protein kinase A signaling;cellular response to interleukin-1;positive regulation of nitric-oxide synthase biosynthetic process,K16528,AKAP12,http://www.genome.jp/dbget-bin/www_bget?ko:K16528,-,-,-,-,sp|Q02952|AKA12_HUMAN,A-kinase anchor protein 12 OS=Homo sapiens OX=9606 GN=AKAP12 PE=1 SV=4
AKT3-2,3423,6.14,6.2,6.36,2.99,4.46,2.34,1.01202559,0.001877883,0.001877883,Up,AKT3,XP_011542316.1;XP_020837739.1;XP_029790703.1;XP_017915748.1;XP_024302660.1;XP_008570710.1,"RAC-gamma serine/threonine-protein kinase isoform X5 [Homo sapiens];RAC-gamma serine/threonine-protein kinase isoform X2 [Phascolarctos cinereus];RAC-gamma serine/threonine-protein kinase isoform X1 [Suricata suricatta];PREDICTED: RAC-gamma serine/threonine-protein kinase isoform X1 [Capra hircus];RAC-gamma serine/threonine-protein kinase isoform X4 [Homo sapiens];PREDICTED: RAC-gamma serine/threonine-protein kinase, partial [Galeopterus variegatus]",GO:2000773;GO:0045766;GO:0016301;GO:0106310;GO:1905564;GO:0016020;GO:0005737;GO:0004672;GO:1905653;GO:0048854;GO:0045793;GO:0005524;GO:0007165;GO:0048873;GO:0018105;GO:0043536;GO:0032008;GO:0090050;GO:0106311;GO:0001938;GO:0035556;GO:0000002;GO:0006468;GO:0005634;GO:0005886;GO:0004674,negative regulation of cellular senescence;positive regulation of angiogenesis;kinase activity;protein serine kinase activity;positive regulation of vascular endothelial cell proliferation;membrane;cytoplasm;protein kinase activity;positive regulation of artery morphogenesis;brain morphogenesis;positive regulation of cell size;ATP binding;signal transduction;homeostasis of number of cells within a tissue;peptidyl-serine phosphorylation;positive regulation of blood vessel endothelial cell migration;positive regulation of TOR signaling;positive regulation of cell migration involved in sprouting angiogenesis;protein serine/threonine kinase activity;positive regulation of endothelial cell proliferation;intracellular signal transduction;mitochondrial genome maintenance;protein phosphorylation;nucleus;plasma membrane;protein serine/threonine kinase activity,K04456,AKT,http://www.genome.jp/dbget-bin/www_bget?ko:K04456,"Apoptosis;Cellular senescence;Focal adhesion;Signaling pathways regulating pluripotency of stem cells;Autophagy - animal;AMPK signaling pathway;Apelin signaling pathway;ErbB signaling pathway;FoxO signaling pathway;HIF-1 signaling pathway;JAK-STAT signaling pathway;MAPK signaling pathway;PI3K-Akt signaling pathway;Phospholipase D signaling pathway;Rap1 signaling pathway;Ras signaling pathway;Sphingolipid signaling pathway;TNF signaling pathway;VEGF signaling pathway;cAMP signaling pathway;cGMP-PKG signaling pathway;mTOR signaling pathway;Central carbon metabolism in cancer;Chemical carcinogenesis - reactive oxygen species;Chemical carcinogenesis - receptor activation;Choline metabolism in cancer;PD-L1 expression and PD-1 checkpoint pathway in cancer;Pathways in cancer;Proteoglycans in cancer;Acute myeloid leukemia;Breast cancer;Chronic myeloid leukemia;Colorectal cancer;Endometrial cancer;Gastric cancer;Glioma;Hepatocellular carcinoma;Melanoma;Non-small cell lung cancer;Pancreatic cancer;Prostate cancer;Renal cell carcinoma;Small cell lung cancer;Diabetic cardiomyopathy;Fluid shear stress and atherosclerosis;Lipid and atherosclerosis;EGFR tyrosine kinase inhibitor resistance;Endocrine resistance;Platinum drug resistance;AGE-RAGE signaling pathway in diabetic complications;Alcoholic liver disease;Insulin resistance;Non-alcoholic fatty liver disease;Salmonella infection;Shigellosis;Tuberculosis;Yersinia infection;Chagas disease;Toxoplasmosis;Epstein-Barr virus infection;Hepatitis B;Hepatitis C;Herpes simplex virus 1 infection;Human T-cell leukemia virus 1 infection;Human cytomegalovirus infection;Human immunodeficiency virus 1 infection;Human papillomavirus infection;Influenza A;Kaposi sarcoma-associated herpesvirus infection;Measles;Alzheimer disease;Spinocerebellar ataxia;Longevity regulating pathway;Longevity regulating pathway - multiple species;Longevity regulating pathway - worm;Adrenergic signaling in cardiomyocytes;Osteoclast differentiation;Carbohydrate digestion and absorption;Adipocytokine signaling pathway;Estrogen signaling pathway;Glucagon signaling pathway;GnRH secretion;Growth hormone synthesis, secretion and action;Insulin signaling pathway;Progesterone-mediated oocyte maturation;Prolactin signaling pathway;Regulation of lipolysis in adipocytes;Relaxin signaling pathway;Thyroid hormone signaling pathway;B cell receptor signaling pathway;C-type lectin receptor signaling pathway;Chemokine signaling pathway;Fc epsilon RI signaling pathway;Fc gamma R-mediated phagocytosis;Neutrophil extracellular trap formation;Platelet activation;T cell receptor signaling pathway;Toll-like receptor signaling pathway;Cholinergic synapse;Dopaminergic synapse;Neurotrophin signaling pathway","ko04210,ko04218,ko04510,ko04550,ko04140,ko04152,ko04371,ko04012,ko04068,ko04066,ko04630,ko04010,ko04151,ko04072,ko04015,ko04014,ko04071,ko04668,ko04370,ko04024,ko04022,ko04150,ko05230,ko05208,ko05207,ko05231,ko05235,ko05200,ko05205,ko05221,ko05224,ko05220,ko05210,ko05213,ko05226,ko05214,ko05225,ko05218,ko05223,ko05212,ko05215,ko05211,ko05222,ko05415,ko05418,ko05417,ko01521,ko01522,ko01524,ko04933,ko04936,ko04931,ko04932,ko05132,ko05131,ko05152,ko05135,ko05142,ko05145,ko05169,ko05161,ko05160,ko05168,ko05166,ko05163,ko05170,ko05165,ko05164,ko05167,ko05162,ko05010,ko05017,ko04211,ko04213,ko04212,ko04261,ko04380,ko04973,ko04920,ko04915,ko04922,ko04929,ko04935,ko04910,ko04914,ko04917,ko04923,ko04926,ko04919,ko04662,ko04625,ko04062,ko04664,ko04666,ko04613,ko04611,ko04660,ko04620,ko04725,ko04728,ko04722",KOG0690,Serine/threonine protein kinase,sp|Q9Y243|AKT3_HUMAN,RAC-gamma serine/threonine-protein kinase OS=Homo sapiens OX=9606 GN=AKT3 PE=1 SV=1
ALDH1A2,2706,41.91,14.86,0.05,0,0,0,4.68851997,0.022703428,0.022703428,Up,ALDH1A2,NP_733797.1;NP_003879.2;NP_001193826.1;KFR02700.1,"retinal dehydrogenase 2 isoform 2 [Homo sapiens];retinal dehydrogenase 2 isoform 1 [Homo sapiens];retinal dehydrogenase 2 isoform 4 [Homo sapiens];Retinal dehydrogenase 2, partial [Nipponia nippon]",GO:0030182;GO:0051289;GO:0016918;GO:0009855;GO:0071300;GO:0031016;GO:0032355;GO:0004029;GO:0043065;GO:0001822;GO:0033189;GO:0042572;GO:0005829;GO:0042573;GO:0001889;GO:0031076;GO:0035115;GO:0048566;GO:0048471;GO:0008284;GO:0005737;GO:0016331;GO:0006776;GO:0090242;GO:0004028;GO:0008285;GO:0042904;GO:0014032;GO:0001568;GO:0042574;GO:0009954;GO:0016620;GO:0007494;GO:0030900;GO:0030324;GO:0003007;GO:0034097;GO:0001936;GO:0035799;GO:0001758;GO:0002138;GO:0048738;GO:0010628;GO:0030902;GO:0021983;GO:0021915;GO:0060324,"neuron differentiation;protein homotetramerization;retinal binding;determination of bilateral symmetry;cellular response to retinoic acid;pancreas development;response to estradiol;aldehyde dehydrogenase (NAD+) activity;positive regulation of apoptotic process;kidney development;response to vitamin A;retinol metabolic process;cytosol;retinoic acid metabolic process;liver development;embryonic camera-type eye development;embryonic forelimb morphogenesis;embryonic digestive tract development;perinuclear region of cytoplasm;positive regulation of cell population proliferation;cytoplasm;morphogenesis of embryonic epithelium;vitamin A metabolic process;retinoic acid receptor signaling pathway involved in somitogenesis;3-chloroallyl aldehyde dehydrogenase activity;negative regulation of cell population proliferation;9-cis-retinoic acid biosynthetic process;neural crest cell development;blood vessel development;retinal metabolic process;proximal/distal pattern formation;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor;midgut development;forebrain development;lung development;heart morphogenesis;response to cytokine;regulation of endothelial cell proliferation;ureter maturation;retinal dehydrogenase activity;retinoic acid biosynthetic process;cardiac muscle tissue development;positive regulation of gene expression;hindbrain development;pituitary gland development;neural tube development;face development",K07249,ALDH1A,http://www.genome.jp/dbget-bin/www_bget?ko:K07249,Retinol metabolism,ko00830,KOG2450,Aldehyde dehydrogenase,sp|O94788|AL1A2_HUMAN;sp|Q9I8W8|AL1A2_TAEGU,Retinal dehydrogenase 2 OS=Homo sapiens OX=9606 GN=ALDH1A2 PE=1 SV=3;Retinal dehydrogenase 2 OS=Taeniopygia guttata OX=59729 GN=ALDH1A2 PE=1 SV=1
