KO_ID,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
GO:0090501,RNA phosphodiester bond hydrolysis,0.496020533,1.706791227,0,0.038977834,0.999,52/88,31.86%,RRS1;NHP2;NOP9;NUDT21;PPP1R11-6;PPP1R11-3;PPP1R11-4;PPP1R11-2;EXOSC6;RPS21;UTP20;AGO2;EXOSC8;POLR3K;DICER1;BMS1;RPP30;NOB1;ABT1;ERI1-2;CPSF3;ZC3H12C;ELAC2;RRP36;ERI1;CPSF2;CSTF2;CNOT1;CPSF6;ERN1;EXOSC2;FIP1L1;EXOSC9;TSR1;ABT1-2;BOP1-2;CSTF3;TOE1;NOP9-2;ERI3;NUDT16L1;NCBP1;UTP23;EXOSC10;CPSF4;PAN3;CSTF2T;TRIR;BOP1;PDE12;XRN1;FCF1
GO:0000723,telomere maintenance,0.455792543,1.706661317,0.001459854,0.03891068,0.999,72/142,21.92%,NHP2;RIF1;CCT3;NEK2;HSP90AB1;PRIM1;RECQL4;RAD51;EXO1;CCT6A;SP100;NBN;RFC4;TELO2;RFC1;RFC2;POLD1;RFC3;XRCC1;TEN1;XRCC3;SLX1B;NOP10-2;NOP10;CCT5;MAP3K4;PTGES3;PPP6R3;DSCC1;PKIB;AURKB;TERF2IP;RFC5;CCT8;CCT8-2;CHTF18;DHX36;HNRNPA1;RTEL1;PRIM2;MRE11;DCLRE1B;SMG6;POLA2;HNRNPU;TCP1;SMG1;PCNA;ATR;TPRKB;CCT4;HNRNPD;WRAP53;MCRS1;TNKS2;POLA1;NAF1;GNL3;ACD;XRCC5;BLM;DCP2;HNRNPA2B1;ERCC4;GAR1;TPRKB-2;HUS1;HUS1B;ANKRD28;CCT2;XRCC6;ATRX
GO:0048841,regulation of axon extension involved in axon guidance,0.602697131,1.706609967,0.011146497,0.038822428,0.999,7月27日,5.31%,SEMA7A;SEMA7A-2;SEMA5A;SEMA3A;SEMA6D;PLXNA4;SEMA3C
GO:0003156,regulation of animal organ formation,-0.621675317,-1.706326582,0.031007752,0.181762544,1,9月19日,11.98%,BMP4;CITED2;SULF1;WNT2;BMP2;FGF1;SPRY1;WNT2B;POU5F1-3
GO:0045842,positive regulation of mitotic metaphase/anaphase transition,0.690894441,1.706189698,0.010135135,0.03867796,0.999,5月15日,4.46%,CDC23;CDT1;CUL3;DLGAP5;CDC27
GO:1901970,positive regulation of mitotic sister chromatid separation,0.690894441,1.706189698,0.010135135,0.03867796,0.999,5月15日,4.46%,CDC23;CDT1;CUL3;DLGAP5;CDC27
GO:1902101,positive regulation of metaphase/anaphase transition of cell cycle,0.690894441,1.706189698,0.010135135,0.03867796,0.999,5月15日,4.46%,CDC23;CDT1;CUL3;DLGAP5;CDC27
GO:0014031,mesenchymal cell development,0.50853216,1.705939247,0.001589825,0.03867905,0.999,17/63,12.21%,FN1;SEMA7A;SEMA7A-2;SEMA5A;KITLG;SEMA3A;SEMA6D;SOX11;KBTBD8;CDH2;SEMA3C;EDNRA;GDNF;FOXC2;SEMA6B;HES1;SNAI2
GO:0070628,proteasome binding,0.631924761,1.705879285,0.011290323,0.038608646,0.999,8月22日,15.50%,ID1;USP13;UCHL5;SACS;ECPAS;PSMD14;PSMG1;PSME4
GO:0046513,ceramide biosynthetic process,-0.49084778,-1.704949302,0.008982036,0.182207614,1,9/62,7.94%,CCN1;TNFRSF1A;CERS2;ST3GAL1;ST6GALNAC6;GBA1;UGCG;SIRT3;B4GALT5
GO:0035615,clathrin adaptor activity,-0.653843944,-1.704339144,0.027707809,0.181962666,1,3月15日,4.11%,DAB2;AP1M2;LDLRAP1
GO:1901679,nucleotide transmembrane transport,0.667078577,1.704282352,0.011647255,0.039164331,0.999,7月16日,9.42%,LRRC8C;SLC25A5;SLC25A33;LRRC8A;SLC25A6-2;SLC25A6;SLC19A1-2
GO:0010712,regulation of collagen metabolic process,-0.553408693,-1.70317315,0.024590164,0.182232417,1,6月30日,4.01%,CCN2;VSIR;RGCC;MFAP4;IL6R;IL6
GO:0030307,positive regulation of cell growth,0.457879207,1.702917631,0,0.039706264,0.999,44/124,20.75%,MMP14;FN1;SMAD7;SEMA7A;SEMA7A-2;SEMA5A;MFSD2A;SPHK1;CIB1;MAP1B;GOLGA4;HBEGF;SDCBP;SYT1;ADNP2;TAF9B;SLC25A33;GALNT18;USP47;EGFR;H3-5;MAP2K5;CRK-2;ADAM17;EIF4G1;RAB11A;ZFYVE27;PIN1;CDKN2AIP;RHOA;RIMS1;EXOSC2;H1-5;TWF2;SFN;ZNF639;DBNL;BRAT1;EXOSC9;AKAP6;RPS6KA3;SYT3;LIMK1;KLHL22
GO:0003777,microtubule motor activity,0.52205706,1.702332194,0.00309119,0.039869728,0.999,23/55,19.31%,KIFC1;KIF2C;KIF23;KIF4A;KIFC1-2;KIF11;KIF22;KIF18B;KIF24;KIF9;SMC3;KIF20A;CENPE;KIF1B;KIF27;KIF5B;KIF20B;KIF3B;KIF15-2;KIF26B;KIF2A;KIF13A;DYNC1I1
GO:0070670,response to interleukin-4,0.603982227,1.701048038,0.005,0.040288733,0.999,10月27日,6.81%,TUBA1B;NFIL3;HSPA5;TCF7;HSP90AB1;RPLP0;MCM2;CDK4;SHPK;IL24
GO:1903955,positive regulation of protein targeting to mitochondrion,0.601462769,1.698952614,0.006349206,0.041172457,0.999,18/29,30.55%,ABLIM3;ATG13;PDCD5;SAE1;CSNK2A2;VPS11;VPS11-2;GSK3A;RHOU-2;RHOU;MICALL2;FBXW7;HSPA1L-2;SH3GLB1;HPS4;UBE2D3;RNF31-2;USP36
GO:0043174,nucleoside salvage,0.681302147,1.698470098,0.01369863,0.04126526,0.999,6月15日,9.09%,PNP;PNP-2;TK2;ADK;MTAP;DCK
GO:0005643,nuclear pore,0.479745938,1.69790489,0,0.041391265,0.999,41/92,24.36%,RGPD3;NUP153;XPOT;NUP160;RANBP1;MAD2L1;POM121C;NUP107;NDC1;AHCTF1;NUP155;SEC13;NXT2;IPO5;NUP188;TPR;NUP93;KPNA1;POM121;RANBP2;EIF5A;AAAS-2;NUP62;NUP50;NUP205;IPO7;CETN3;CETN2-2;CETN2;NUP58;NUP54;NUP88;PARP11;NUP133;KPNB1;NPIPA3-2;SEH1L;EIF5A-2;MAD1L1;DDX19B;NUP210
GO:1903214,regulation of protein targeting to mitochondrion,0.558493268,1.697672535,0.009287926,0.04142082,0.999,13/41,11.20%,ABLIM3;LMAN1;ATG13;PDCD5;SAE1;HAX1;BNIP3L;CSNK2A2;VPS11;VPS11-2;GSK3A;RHOU-2;RHOU
GO:0030324,lung development,-0.430026938,-1.697434222,0.003154574,0.186774307,1,24/135,6.41%,CCN2;EPAS1;HEG1;TCF21;IGFBP5;CRISPLD2;GLI2;FOXF1;LAMA5;FGF9;LOXL3;CCBE1;SRF;DAG1;PKDCC;PTK7;SPARC;WNT2;RDH10;STK40;LTBP3;DLG5;FGF1;TAB1
GO:0016126,sterol biosynthetic process,-0.496143004,-1.695992135,0.011204482,0.18725332,1,13/54,6.96%,FDFT1-2;DHCR24;G6PD;DHCR7;LPCAT3;HSD17B7;MVK;INSIG1;PRKAG2;FGF1;MBTPS1;HMGCS1;TM7SF2
GO:1904353,regulation of telomere capping,0.64082286,1.695280588,0.010186757,0.042296445,0.999,11月20日,19.61%,NEK2;NBN;XRCC1;MAP3K4;PKIB;AURKB;RTEL1;SMG6;HNRNPD;TNKS2;ERCC4
GO:0002683,negative regulation of immune system process,-0.384575835,-1.695258606,0,0.187353269,1,76/367,10.15%,MASP1-2;CCL2;HLA-E-3;HMOX1;MASP1;COL3A1-2;VSIR;ADM;LDLR;STAT2;THBS1;SERPINB9;GBP1;DUSP1;FOXF1;ERBB2;TRAFD1;ADCY9;ILRUN;TNFRSF21;TGFB2;IRF1;STAT6;CUL4A;SEC14L1;METTL3;SDC4;LOXL3;ADAR;DRD1;TMEM176B;MICB-5;PLCG1;SYT11;SERPING1;NLRC3;ZBTB46;ADORA2B;CEBPB;CD47;TMEM176A;HLX;PLK2;RIPOR2;HLA-A-7;IRAK3;FGL2;DLG5;NLRX1;IL7R;PPARG;HLA-E-7;HLA-E-6;HLA-E-2;CRK;PCBP2;TOB2;LAG3;ADCY3;MICB-2;NPLOC4;IL17D;CD55;ANGPT1;HFE;LRRC32;SOCS1;SCRIB-2;BCL6;CCN3;HLA-F-4;USP18;HLA-F-5;GRN;A2M;THY1
GO:0003205,cardiac chamber development,-0.445012237,-1.694296136,0.01980198,0.187592572,1,26/115,8.76%,CCN1;HEG1;ADAMTS1;COL11A1;FZD2;JAG1;FOXF1;CITED2;TEK;TMEM65;TPM1;SRF;MYL3;FHL2;PTK7;WNT2;DHRS3;SLIT3;SALL1;BMP2;SMAD6;TAB1;ACVR1;SMO;NDST1;TP53
GO:0061036,positive regulation of cartilage development,-0.628951413,-1.694147412,0.033057851,0.186959833,1,8月21日,6.02%,CCN1;GDF5;GDF6;SMAD3;PKDCC;ACVRL1;BMPR1B;BMP2
GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.589262821,1.694057484,0.00620155,0.042670581,0.999,17/29,28.31%,RRS1;NOP9;RPS21;UTP20;EXOSC8;ABT1;ERI1-2;ERI1;EXOSC2;EXOSC9;PES1;ABT1-2;BOP1-2;NOP9-2;ERI3;WDR12;EXOSC10
GO:0004551,nucleotide diphosphatase activity,0.657517321,1.693797501,0.003372681,0.042673183,0.999,7月19日,6.83%,ENPP1;ITPA;NUDT3;GARS1;NUDT15;NUDT4;NUDT2
GO:0008483,transaminase activity,0.655935749,1.693737215,0.006504065,0.042586233,0.999,6月17日,8.47%,BCAT1;GOT1;GFPT1;PSAT1;TBC1D25;GFPT2
GO:1901796,regulation of signal transduction by p53 class mediator,0.434655702,1.693586154,0,0.042522731,0.999,87/183,25.57%,RRS1;TPX2;SUPT16H;AURKA;PAK1IP1;BRIP1;ZMPSTE24;TRIM24;HIC1;TOPBP1;KAT5;PLK3;EXO1;RRM2B;NBN;RFC4;UBB;RFC2;RFC3;TAF9B;MLST8;CSNK2A2;CDK5RAP3;TAF1;GALNT18;CCNG1;TP53INP1;DYRK2;EHMT2-6;AURKB;RFC5;NOC2L;BCL2L12;ATRIP;CDK1;ATAD5;BARD1;MRE11;RICTOR;SNAI2;RNF34;RPL5;RBBP4;CHD4;RPL23;PIN1;PIP4P1-2;PIP4P1;MSX1;PRMT5;TAF15-2;ATR;PMAIP1;MDM2;RBBP8;TAF3;RPS7;HEXIM1;ASXL2;HNRNPK;RBBP7;TAF2;MIF-2;MIF;RHNO1;BLM;YJU2;RPF2;DAXX-3;PRDM1;RMI1;SPRED2;PRKAB2;RPA2;SETD9;BOP1-2;TBP;TAF7;KAT6A;PDPK1;RPA1;MARCHF7;PPP2R5C;WRN;MEAF6;USP7;SPRED1
GO:0045190,isotype switching,0.564517996,1.693259563,0.001536098,0.042319169,0.999,18/39,19.17%,RIF1;MSH6;EXOSC6;EXO1;MLH1;NBN;HSPD1;MSH2;KMT5B;ATAD5;TNFSF4;TFRC;SLC15A4;LIG4;HMCES;NDFIP1;RNF168;RNF8
GO:0002204,somatic recombination of immunoglobulin genes involved in immune response,0.564517996,1.693259563,0.001536098,0.042319169,0.999,18/39,19.17%,RIF1;MSH6;EXOSC6;EXO1;MLH1;NBN;HSPD1;MSH2;KMT5B;ATAD5;TNFSF4;TFRC;SLC15A4;LIG4;HMCES;NDFIP1;RNF168;RNF8
GO:0002208,somatic diversification of immunoglobulins involved in immune response,0.564517996,1.693259563,0.001536098,0.042319169,0.999,18/39,19.17%,RIF1;MSH6;EXOSC6;EXO1;MLH1;NBN;HSPD1;MSH2;KMT5B;ATAD5;TNFSF4;TFRC;SLC15A4;LIG4;HMCES;NDFIP1;RNF168;RNF8
GO:0016233,telomere capping,0.578720188,1.692946177,0.006441224,0.04234793,0.999,15/33,16.64%,NEK2;NBN;XRCC1;TEN1;MAP3K4;PKIB;AURKB;TERF2IP;RTEL1;MRE11;DCLRE1B;SMG6;HNRNPD;TNKS2;ACD
GO:0010664,negative regulation of striated muscle cell apoptotic process,-0.577280791,-1.692911323,0.018181818,0.187388827,1,10月28日,6.26%,PPP1R10-3;PPP1R10-5;PPP1R10-6;PPP1R10-7;PPP1R10-2;PPP1R10;BAG3;PPP1R10-4;RGL2-5;QKI
GO:0045058,T cell selection,-0.564858865,-1.691965843,0.013477089,0.187542066,1,12月28日,14.27%,STAT6;LOXL3;SRF;TOX;IL6R;IL6;MTOR;CTSL;CD4;CCR7;IL15;CARD11
GO:0030662,coated vesicle membrane,-0.430813817,-1.691349373,0.010238908,0.187390608,1,38/158,14.11%,CEMIP;HLA-E-3;DAB2;LDLR;EPN2;SEC16A;AP1M2;SYT11;VAMP8;FZD4;LDLRAP1;SEC24C;IGF2R;HLA-A-7;IL7R;TGOLN2;HLA-E-7;HLA-E-6;HLA-E-2;CD4;KIAA0319;SGIP1;HLA-F-4;STX17;HLA-F-5;HLA-DPB1-3;GOSR2;NECAP2;NECAP2-2;FOLR1;HLA-E-4;HLA-B-2;HLA-B-4;CRYZL2P-SEC16B;HLA-F-3;ROR2;DENND1A;SYNRG
GO:0061608,nuclear import signal receptor activity,0.627885359,1.691327573,0.008038585,0.042957653,0.999,8月20日,9.64%,IPO4-2;KPNA4;KPNA2;IPO11;IPO5;KPNA1;RANBP6;IPO4
GO:2000573,positive regulation of DNA biosynthetic process,0.521948131,1.690940959,0.014469453,0.042992017,1,29/56,17.18%,CCT3;NEK2;HSP90AB1;CCT6A;RFC4;RFC2;RFC3;CCT5;MAP3K4;PTGES3;DSCC1;PKIB;AURKB;RFC5;CCT8;CCT8-2;CHTF18;HNRNPA1;KLF4;TCP1;PCNA;ATR;CCT4;WRAP53;TNKS2;NAF1;ACD;XRCC5;NVL
GO:1902041,regulation of extrinsic apoptotic signaling pathway via death domain receptors,-0.530638035,-1.690494793,0.014326648,0.187451034,1,4/37,1.13%,ATF3;ICAM1;THBS1;PEA15
GO:0051294,establishment of spindle orientation,0.590193735,1.690014415,0.00955414,0.043368941,1,13/29,16.01%,SPRY2;SPDL1;PLK1;MAD2L1;GPSM2;ZW10;CENPA;PAFAH1B1;NDC80;NSFL1C;HTT;LLGL1;SAPCD2
GO:0042769,"DNA damage response, detection of DNA damage",0.608636759,1.690009619,0.009724473,0.043249796,1,14/28,13.94%,DTL;MRPS9;RFC4;RFC1;MRPS11;RFC2;POLD1;RFC3;RAD18;CUL4B;RFC5;PARP1;PCNA;MRPS35
GO:0045922,negative regulation of fatty acid metabolic process,0.682719143,1.689775751,0.008319468,0.043238292,1,7月16日,6.94%,MFSD2A;DGAT2;ERLIN1;BRCA1;TRIB3;NCOR1;ACADVL
GO:0006403,RNA localization,0.431888373,1.689755968,0,0.043125117,1,90/219,25.04%,NHP2;IGF2BP3;NUP153;RNPS1;CCT3;CKAP5;XPOT;DHX9;NUP160;POM121C;LRPPRC;EIF4E;NUP107;FYTTD1;CCT6A;NPM1;NDC1;AHCTF1;NUP155;SEC13;PIH1D1;NXT2;KHDRBS1;NOP10-2;NOP10;NUP188;PNPT1;TPR;NUP93;CCT8;CCT8-2;CPSF3;POM121;RANBP2;SRRM1;DHX36;HNRNPA1;EIF5A;FBL;FBL-2;RUVBL2;SLBP;AAAS-2;SMG6;NUP62;HNRNPU;TCP1;BICD1;DDX39A;SMG1;ATR;CCT4;BCLAF1;NUP50;SETD2;NUP205;WRAP53;KHSRP;ZC3H11A;CPSF6;NAF1;CETN3;CETN2-2;CETN2;NUP58;NUP54;EXOSC2;TOMM20;NUP88;FIP1L1;UPF3B;RBM8A;PHAX;DCP2;NSUN2;HNRNPA2B1;PARP11;NUP133;CCT2;NPIPA3-2;THOC1;SEH1L;EIF5A-2;SRSF6;UPF2;DDX19B;NUP210;DKC1;SRSF3;TST
GO:1901990,regulation of mitotic cell cycle phase transition,0.407123689,1.68974043,0,0.043015033,1,144/386,18.57%,E2F7;BUB1;TPX2;PSMD2;CDK6;UBE2C;RIPK1;CENPF;HMMR;CLSPN;CDC25A;AURKA;RCC2-2;RCC2;DTL;ANLN;HAUS6;NEK2;SPDL1;CKAP5;CDC23;PLK1;CDT1;HAUS8;ZWINT;CDKN2D;PSMD13;RDX;CUL3;CEP192;DLGAP5;MAD2L1;MEPCE;TICRR;PSMD9;TOPBP1;PCM1;CNTRL;DONSON;CCND1;GEN1;TUBB-5;PLK3;BUB3;NAE1;HAUS2;CDC27;NBN;RBL1;PSMD12;CCNB1;BUB1B;CDK4;EZH2;PSMA1;HAUS1;ZW10;CNOT7;CDK5RAP3;PCNT;CENPE;CENPJ;XRCC3;PAFAH1B1;APC;ANXA1;USP47;CCP110;CDC20;EGFR;PHB2;ORC1;TPR;LSM11;APPL1;CASP2;AURKB;ID2;RAD51B;SYF2;RAD21;TUBB4B;RFWD3;TTK;VPS4B;HAUS5;BIRC5;PLCB1;CEP63;CDK1;ATAD5;FBXO5;ANAPC1;ADAM17;CEP135;KLF4;MRE11;EIF4G1;SFI1;RAB11A;SIN3A;NDC80;PSMB7;SDCCAG8;TFDP2;CEP164;TRIP13;MAPRE1;PCNA;CDC73;PSMB3;TAOK1;MDM2;RNASEH2B;GTSE1;TFDP1;ODF2;PLK4;PRKAR2B;PSMA6;CNOT1;PSMB3-2;PSME4;KNTC1;RBM38;CETN2-2;CETN2;DCTN3;IK;E2F1;TRIM39;TRIM39-7;TRIM39-2;TRIM39-3;PSMB1;FZR1;PSMG2;TUBB-6;CDC6;E2F8;PSMB6;CDC25C;SFN;ANAPC10
GO:0048546,digestive tract morphogenesis,-0.61682553,-1.689380235,0.017902813,0.187679808,1,6月18日,4.93%,TCF21;GLI2;FOXF1;SMAD3;EPHB3;HLX
GO:0071902,positive regulation of protein serine/threonine kinase activity,-0.434989226,-1.689144117,0.012084592,0.18719325,1,9/113,4.40%,CEMIP;PIM1;RGCC;ERBB2;AJUBA;TPD52L1;FZD4;PDGFD;DVL2
GO:0048864,stem cell development,0.498344693,1.6878785,0.001560062,0.043682912,1,13/64,6.60%,FN1;SEMA7A;SEMA7A-2;SEMA5A;KITLG;SEMA3A;SEMA6D;SOX11;KBTBD8;CDH2;SEMA3C;EDNRA;GDNF
GO:0051653,spindle localization,0.542738388,1.687523005,0.004792332,0.043766343,1,16/45,13.67%,SPRY2;ASPM;SPDL1;NUSAP1;PLK1;MAD2L1;GPSM2;ZW10;CENPA;PAFAH1B1;ACTR2;NDC80;NSFL1C;CLASP2;HTT;LLGL1
GO:0034472,snRNA 3'-end processing,0.632020106,1.687203397,0.004680187,0.043797779,1,10月21日,25.69%,EXOSC6;EXOSC8;INTS2;EXOSC5;INTS12;EXOSC2;EXOSC9;INTS7;TOE1;INTS6L
GO:0002381,immunoglobulin production involved in immunoglobulin-mediated immune response,0.562028947,1.687121981,0.001529052,0.043711548,1,18/40,19.17%,RIF1;MSH6;EXOSC6;EXO1;MLH1;NBN;HSPD1;MSH2;KMT5B;ATAD5;TNFSF4;TFRC;SLC15A4;LIG4;HMCES;NDFIP1;RNF168;RNF8
GO:1903747,regulation of establishment of protein localization to mitochondrion,0.518796823,1.686815763,0.003007519,0.043767375,1,23/58,19.73%,ABLIM3;LMAN1;ATG13;PDCD5;SAE1;HAX1;BNIP3L;CSNK2A2;YWHAQ;VPS11;VPS11-2;BBC3;GSK3A;RHOU-2;RHOU;TFDP2;YWHAZ;TFDP1;MICALL2;MAPK8;E2F1;SFN;FBXW7
GO:1905820,positive regulation of chromosome separation,0.665663694,1.686572592,0.004991681,0.04375473,1,5月17日,4.46%,CDC23;CDT1;CUL3;DLGAP5;CDC27
GO:0050810,regulation of steroid biosynthetic process,-0.502242779,-1.68611489,0.014367816,0.189286546,1,13/47,7.26%,ADM;AKR1C3;FGFR4;DHCR7;LPCAT3;INSIG1;EGR1;STAR;BMP2;FGF1;MBTPS1;MALRD1;DKK3
GO:1901681,sulfur compound binding,-0.403184982,-1.685964528,0.006711409,0.18868931,1,41/188,10.24%,CCN1;CCN2;CRISPLD2;BMP4;ADAMTS1;COL11A1;ACBD4;GSTM2;THBS1;GSTM3;LIPH;ADAMTS8;PTGES;FGFR4;METTL3;FGF9;FST;PTCH1;ALDH6A1;CCDC80;VEGFA;TKT;CHST15;COL5A1;PNPLA3;SOD3;SLIT3;GAL3ST4;CCN4;FGF1;DBT;NAV2;FGFR1;FSTL1;CLEC3B;LXN;CCN3;MGST1;ACBD6;SERPIND1;ANXA6
GO:0005874,microtubule,0.40377518,1.685138925,0,0.044317644,1,144/393,21.75%,KIFC1;TRIM55;SPRY2;SKA3;TPX2;TUBA1B;ASPM;NIN;AURKA;IQGAP1;INCENP;CKAP2;CCT3;SERP1;KIF2C;HAUS6;NEK2;TUBA1C;CKAP5;NUSAP1;SVIL;PLK1;KIF23;HAUS8;KIF4A;KATNAL1;CUL3;HSPH1;KIFC1-2;MAP1B;KIF4B;ARHGAP18;CEP170-2;KIF11;CLTC;DNM1L;LRPPRC;KIF22;GAS2L3;TUBB-5;KIF18B;KIF24;PRC1;HAUS2;CCT6A;SKA1;KIF9;CEP170;HAUS1;ZW10;KIF20A;PCNT;CENPE;CENPJ;PAFAH1B1;APC;CCDC66;CCT5;CEP162;EIF3A;DYNLT2-2;SELENOS;AURKB;SPAG5;CCT8;CCT8-2;CALM1;TUBB4B;DPP9;HOOK3;HAUS5;TTL;BIRC5;DCXR;CDK1;KIF1B;DYNLT3;KIF27;ARL6;NUDC;GSK3A;KIF5B;BEX4;TUBE1;FAM161A;RACGAP1;RAB11A;ATAT1;TUBGCP3;BCL10;KIF20B;CLASP2;KATNB1;HNRNPU;TCP1;BICD1;EML4;RMDN3;TBCD;KIF3B;MAPRE1;CCT4;GTSE1;TBCE-2;ODF2;MID2;KIF15-2;FEZ1;KNSTRN;KIF26B;CLMP;KNTC1;KIFAP3;DYNC1LI2;DCTN3;TPPP;NAV3;PARP4;TRIM54;MDM1;TUBB-6;KIF2A;RPGRIP1L;TUBA8;KIF13A;TBCE;TUBB-8;DYNC1I1;CAMSAP2;MAP1S;DVL1;FAM161B;CLIP1;ABRAXAS2;ATAT1-6;KLHL22;TBCA;KLHL21;CCT2;TPGS1;HAUS3;CEP295;KIF18A;PSRC1
GO:0061099,negative regulation of protein tyrosine kinase activity,-0.602106888,-1.68470458,0.043814433,0.189147948,1,1月22日,0.02%,GPRC5A
GO:0030323,respiratory tube development,-0.424564074,-1.684345802,0.003184713,0.188797482,1,24/139,6.41%,CCN2;EPAS1;HEG1;TCF21;IGFBP5;CRISPLD2;GLI2;FOXF1;LAMA5;FGF9;LOXL3;CCBE1;SRF;DAG1;PKDCC;PTK7;SPARC;WNT2;RDH10;STK40;LTBP3;DLG5;FGF1;TAB1
GO:0051438,regulation of ubiquitin-protein transferase activity,0.545808716,1.684049945,0.004761905,0.044763732,1,19/43,15.67%,SMAD7;UBE2C;PLK1;DCUN1D5;MAD2L1;DNM1L;TRIB3;DCUN1D2;RPS2;RPS2-2;FEM1B;CDC20;FBXO5;RAB1A;RPL5;RPL23;PIN1;DCUN1D1;RPS7
GO:0034375,high-density lipoprotein particle remodeling,0.686411041,1.682299538,0.00676819,0.045492456,1,9月15日,14.20%,APOM-5;APOM;APOM-7;APOM-2;APOM-4;APOM-6;APOM-3;LIPG;PLA2G3
GO:0051642,centrosome localization,0.587765809,1.68178246,0.009868421,0.045581361,1,12月28日,12.64%,PLXNA2;ASPM;NIN;AURKA;DLGAP5;MAD2L1;GPSM2;RANBP2;KIF5B;IFT20;CEP83;INTS13
GO:0000315,organellar large ribosomal subunit,0.517090929,1.680536453,0.003115265,0.045956648,1,33/55,35.69%,MRPL1;MRPL3;MRPL58;MRPL51;MRPL50;NDUFAB1;MRPL46;MRPL37;MRPL20;MRPL24;MRPL39;MRPL10;MRPL21;MRPL54;MRPL27;MRPS18A;MPV17L2;MRPL38;MRPL28;MRPL19;MRPL16;MRPL43;MRPL55;MRPL47;NSUN4;MRPL49;MTERF4;MRPL11;MRPL18;MTRFR;MRPL12;MRPL4;MRPL35
GO:0005762,mitochondrial large ribosomal subunit,0.517090929,1.680536453,0.003115265,0.045956648,1,33/55,35.69%,MRPL1;MRPL3;MRPL58;MRPL51;MRPL50;NDUFAB1;MRPL46;MRPL37;MRPL20;MRPL24;MRPL39;MRPL10;MRPL21;MRPL54;MRPL27;MRPS18A;MPV17L2;MRPL38;MRPL28;MRPL19;MRPL16;MRPL43;MRPL55;MRPL47;NSUN4;MRPL49;MTERF4;MRPL11;MRPL18;MTRFR;MRPL12;MRPL4;MRPL35
GO:0051168,nuclear export,0.437176249,1.680498605,0,0.045847659,1,78/188,24.36%,RRS1;ABCE1;NUP153;NOP9;RNPS1;NEMF;STYX;HSPA9;XPOT;DHX9;NUP160;POM121C;EIF4E;NUP107;FYTTD1;PPM1A;SP100;WASHC4;EIF6;NPM1;NDC1;NUP155;SEC13;KHDRBS1;XPO1;NUP188;TPR;NUP93;RITA1;CPSF3;POM121;RANBP2;SRRM1;HNRNPA1;EIF5A;BARD1;UHMK1;TCF7L2;AAAS-2;SMG6;SDAD1;CALR;NUP62;STRADA;DDX39A;SMG1;MDM2;NUP50;GTSE1;PRKACA;SETD2;NUP205;ZC3H11A;CPSF6;DESI1;NUP58;NUP54;NUP88;FIP1L1;UPF3B;SFN;CCHCR1-2;RBM22;PHAX;NSUN2;HNRNPA2B1;RIOK2;NUP133;PTPN11;THOC1;SEH1L;EIF5A-2;CCHCR1-4;SRSF6;UPF2;DDX19B;CCHCR1-3;NUP210
GO:0071825,protein-lipid complex subunit organization,0.566557361,1.680295414,0.004966887,0.04582982,1,13/35,14.20%,ABCA1;MFSD2A;APOM-5;APOM;APOM-7;APOM-2;APOM-4;APOM-6;APOM-3;PRKACB;LIPG;SNX9;PLA2G3
GO:0051293,establishment of spindle localization,0.546693335,1.678699018,0.00792393,0.046511023,1,15/42,13.67%,SPRY2;ASPM;SPDL1;NUSAP1;PLK1;MAD2L1;GPSM2;ZW10;CENPA;PAFAH1B1;NDC80;NSFL1C;CLASP2;HTT;LLGL1
GO:0006595,polyamine metabolic process,0.666286048,1.677056996,0.009917355,0.047217123,1,7月16日,13.93%,ODC1;AMD1;SMS;SMOX;SRM;DHPS;AGMAT
GO:0005838,proteasome regulatory particle,0.648299847,1.676111232,0.006525285,0.047536416,1,16/19,30.19%,PSMD2;PSMD7;PSMD13;PSMD9;PSMD12;PSMD14;PSMC2;PSMC6;PSMC1;PSMD3;PSMD8;PSMD1;SEM1;PSMC3;PSMC4-2;PSMC4
GO:0008017,microtubule binding,0.417979056,1.675927776,0,0.047526169,1,92/243,21.87%,KIFC1;TPX2;CENPF;NIN;RCC2-2;RCC2;KIF2C;HAUS6;CKAP5;NUSAP1;PLK1;KIF23;HAUS8;KIF4A;KATNAL1;KIFC1-2;MAP1B;DLGAP5;KIF4B;KIF11;MAP4K4;DNM1L;LRPPRC;KIF22;GAS2L3;FMN1;KIF18B;KIF24;PRC1;FNTA;SKA1;CEP295NL;KIF9;KIF20A;CENPE;PAFAH1B1;APC;CCDC66;FAM83D;SPAG5;HOOK3;BIRC5;KIF1B;KIF27;KIF5B;KATNBL1;FAM161A;RACGAP1;RAB11A;GAPDH;KIF20B;CLASP2;KATNB1;EML4;RMDN3;KIF3B;MAPRE1;HDGFL3;VAPA;MAP7D3;GTSE1;GABARAP;MID2;KIF15-2;KNSTRN;KIF26B;CETN3;CETN2-2;CETN2;TPPP;CCDC88A;SBDS;NAV3;TRIM54;MDM1;KIF2A;GLI1;TTBK2;KIF13A;DYNC1I1;CAMSAP2;MAP1S;FMN1-2;NEIL2;CLIP1;ABRAXAS2;CEP350;TPGS1;CEP295;KIF18A;PSRC1;CRIPT
